歌曲編號,歌曲名稱,歌星 A,歌星 B,路徑 1,路徑 2,歌曲檔名,新增日期,分類,歌曲注音,歌曲拼音,語別,點播次數,版權01,版權02,版權03,版權04,版權05,版權06,狀態,歌名字數,人聲,狀態2,情境,歌星A注音,歌星B注音,歌星A分類,歌星B分類,歌星A簡體,歌星B簡體,歌名簡體
301256,今夜我有點壞,郭富城,,\\SVR01\DISK03\,\\SVR02\DISK03\,02095.MPG,2013/06/21,,ㄐㄧㄨㄧㄉㄏ,JYWYDH,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄍㄈㄔ,,男,,郭富城,,今夜我有点坏
301254,不偽裝的溫柔,藍心湄,,\\SVR01\DISK03\,\\SVR02\DISK03\,02091.MPG,2013/06/21,,ㄅㄨㄓㄉㄨㄖ,BWZDWR,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄌㄒㄇ,,女,,蓝心湄,,不伪装的温柔
301253,不要讓你知道,郭富城,,\\SVR01\DISK03\,\\SVR02\DISK03\,02088.MPG,2013/06/21,,ㄅㄧㄖㄋㄓㄉ,BYRNZD,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,ㄍㄈㄔ,,男,,郭富城,,不要让你知道
301252,不要輕言別離,黃鶯鶯,,\\SVR01\DISK03\,\\SVR02\DISK03\,02087.MPG,2013/06/21,,ㄅㄧㄑㄧㄅㄌ,BYQYBL,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄏㄧㄧ,,女,,黄莺莺,,不要轻言别离
301251,不要走不要走,孫建平,潘美辰,\\SVR01\DISK03\,\\SVR02\DISK03\,02085.MPG,2013/06/21,,A1,,ㄅㄧㄗㄅㄧㄗ,BYZBYZ,國語,1,金將,非MTV,,,,,1,6,1,1,浪漫,ㄙㄐㄆ,ㄆㄇㄔ,男,女,孙建平,潘美辰,不要走不要走
301250,不再等待天堂,曾淑勤,,\\SVR01\DISK03\,\\SVR02\DISK03\,02082.MPG,2013/06/21,,ㄅㄗㄉㄉㄊㄊ,BZDDTT,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄘㄕㄑ,,女,,曾淑勤,,不再等待天堂
301248,三個人的晚餐,黃韻玲,,\\SVR01\DISK03\,\\SVR02\DISK03\,02078.MPG,2013/06/21,,ㄙㄍㄖㄉㄨㄘ,SGRDWC,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄏㄩㄌ,,女,,黄韵玲,,三个人的晚餐
301247,十七歲的雨季,林志穎,,\\SVR01\DISK03\,\\SVR02\DISK03\,02075.MPG,2013/06/21,,ㄕㄑㄙㄉㄩㄐ,SQSDYJ,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄌㄓㄧ,,男,,林志颖,,十七岁的雨季
301246,八又二分之一,李壽全,,\\SVR01\DISK03\,\\SVR02\DISK03\,02074.MPG,2013/06/21,,ㄅㄧㄦㄈㄓㄧ,BYEFZY,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄌㄕㄑ,,男,,李寿全,,八又二分之一
301245,一顆心交給誰,伍思凱,,\\SVR01\DISK03\,\\SVR02\DISK03\,02073.MPG,2013/06/21,,ㄧㄎㄒㄐㄍㄕ,YKXJGS,國語,1,金將,非MTV,,,,,1,6,1,1,明亮,ㄨㄙㄎ,,男,,伍思凯,,一颗心交给谁
301244,一生情一生還,范怡文,,\\SVR01\DISK03\,\\SVR02\DISK03\,02069.MPG,2013/06/21,,ㄧㄕㄑㄧㄕㄏ,YSQYSH,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄈㄧㄨ,,女,,范怡文,,一生情一生还
301243,一生一世的愛,羅時豐,,\\SVR01\DISK03\,\\SVR02\DISK03\,02068.MPG,2013/06/21,,ㄧㄕㄧㄕㄉㄞ,YSYSDA,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄌㄕㄈ,,男,,罗时丰,,一生一世的爱
301241,一天一點愛戀,梁朝偉,,\\SVR01\DISK03\,\\SVR02\DISK03\,02066.MPG,2013/06/21,,D1,,ㄧㄊㄧㄉㄞㄌ,YTYDAL,國語,2,金將,非MTV,,,,,1,6,1,1,明亮,ㄌㄔㄨ,,男,,梁朝伟,,一天一点爱恋
301239,聽聽我的心,S O S,,\\SVR01\DISK03\,\\SVR02\DISK03\,02062.MPG,2013/06/21,,ㄊㄊㄨㄉㄒ,TTWDX,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,,,,,S O S,,听听我的心
301238,聽說你要走,于櫻櫻,,\\SVR01\DISK03\,\\SVR02\DISK03\,02061.MPG,2013/06/21,,ㄊㄕㄋㄧㄗ,TSNYZ,國語,0,金將,非MTV,,,,,1,5,0,1,明亮,ㄩㄧㄧ,,女,,于樱樱,,听说你要走
301237,願嫁漢家郎,蔡琴,,\\SVR01\DISK03\,\\SVR02\DISK03\,02059.MPG,2013/06/21,,E1,,ㄩㄐㄏㄐㄌ,YJHJL,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄘㄑ,,女,,蔡琴,,愿嫁汉家郎
301236,瀟灑的背後,霍正奇,,\\SVR01\DISK03\,\\SVR02\DISK03\,02056.MPG,2013/06/21,,ㄒㄙㄉㄅㄏ,XSDBH,國語,0,金將,非MTV,,,,3,0,5,1,0,明亮,ㄏㄓㄑ,,男,,霍正奇,,潇洒的背后
301233,還記得我嗎,張克帆,,\\SVR01\DISK03\,\\SVR02\DISK03\,02050.MPG,2013/06/21,,ㄏㄐㄉㄨㄇ,HJDWM,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄓㄎㄈ,,男,,张克帆,,还记得我吗
301232,薔薇處處開,鄧麗君,,\\SVR01\DISK03\,\\SVR02\DISK03\,02047.MPG,2013/06/21,,ㄑㄨㄔㄔㄎ,QWCCK,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄉㄌㄐ,,女,,邓丽君,,蔷薇处处开
301231,縫不合的情,孫儷芳,,\\SVR01\DISK03\,\\SVR02\DISK03\,02045.MPG,2013/06/21,,ㄈㄅㄏㄉㄑ,FBHDQ,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄙㄌㄈ,,女,,孙俪芳,,缝不合的情
301230,親愛的小孩,蘇芮,,\\SVR01\DISK03\,\\SVR02\DISK03\,02041.MPG,2013/06/21,,E1,,ㄑㄞㄉㄒㄏ,QADXH,國語,3,金將,非MTV,,,,,1,5,1,1,明亮,ㄙㄖ,,女,,苏芮,,亲爱的小孩
301229,褪色的唇印,林靈,,\\SVR01\DISK03\,\\SVR02\DISK03\,02040.MPG,2013/06/21,,ㄊㄙㄉㄔㄧ,TSDCY,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄌㄌ,,女,,林灵,,褪色的唇印
301225,踩在夕陽裡,蕭孋珠,,\\SVR01\DISK03\,\\SVR02\DISK03\,02032.MPG,2013/06/21,,E1,,ㄘㄗㄒㄧㄌ,CZXYL,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄒㄌㄓ,,女,,萧㛤珠,,踩在夕阳里
301224,誰讓我流淚,潘美辰,,\\SVR01\DISK03\,\\SVR02\DISK03\,02031.MPG,2013/06/21,,D1,,ㄕㄖㄨㄌㄌ,SRWLL,國語,3,金將,非MTV,,,,,1,5,1,1,明亮,ㄆㄇㄔ,,女,,潘美辰,,谁让我流泪
301223,請你讓我走,江美麗,,\\SVR01\DISK03\,\\SVR02\DISK03\,02028.MPG,2013/06/21,,ㄑㄋㄖㄨㄗ,QNRWZ,國語,0,金將,非MTV,,,,,1,5,0,1,明亮,ㄐㄇㄌ,,女,,江美丽,,请你让我走
301222,嘿!如果能夠,鈕大可,,\\SVR01\DISK03\,\\SVR02\DISK03\,02026.MPG,2013/06/21,,ㄏ ㄖㄍㄋㄍ,HRGNG,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,ㄋㄉㄎ,,男,,钮大可,,嘿!如果能够
301220,蒼白的記憶,余帝,,\\SVR01\DISK03\,\\SVR02\DISK03\,02022.MPG,2013/06/21,,E1,,ㄘㄅㄉㄐㄧ,CBDJY,國語,1,金將,非MTV,,,,,1,5,1,1,明亮,ㄩㄉ,,男,,余帝,,苍白的记忆
301219,聚散倆依依,李碧華,,\\SVR01\DISK03\,\\SVR02\DISK03\,02021.MPG,2013/06/21,,E1,,ㄐㄙㄌㄧㄧ,JSLYY,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄌㄅㄏ,,女,,李碧华,,聚散俩依依
301218,綠島小夜曲,紫薇,,\\SVR01\DISK03\,\\SVR02\DISK03\,02019.MPG,2013/06/21,,E1,,ㄌㄉㄒㄧㄑ,LDXYQ,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄗㄨ,,女,,紫薇,,绿岛小夜曲
301217,滾熱的咖啡,林慧萍,,\\SVR01\DISK03\,\\SVR02\DISK03\,02016.MPG,2013/06/21,,ㄍㄖㄉㄎㄈ,GRDKF,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄌㄏㄆ,,女,,林慧萍,,滚热的咖啡
301216,槓龜的心情,成鳳,,\\SVR01\DISK03\,\\SVR02\DISK03\,02015.MPG,2013/06/21,,ㄍㄍㄉㄒㄑ,GGDXQ,台語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄔㄈ,,女,,成凤,,杠龟的心情
301215,敲痛我的心,鄭怡,,\\SVR01\DISK03\,\\SVR02\DISK03\,02013.MPG,2013/06/21,,E1,,ㄑㄊㄨㄉㄒ,QTWDX,國語,1,金將,非MTV,,,,,1,5,1,1,明亮,ㄓㄧ,,女,,郑怡,,敲痛我的心
301214,對你愛不完,郭富城,,\\SVR01\DISK03\,\\SVR02\DISK03\,02010.MPG,2013/06/21,,D1,,ㄉㄋㄞㄅㄨ,DNABW,國語,6,金將,非MTV,,,,,1,5,1,1,明亮,ㄍㄈㄔ,,男,,郭富城,,对你爱不完
301213,夢醒不了情,費玉清,,\\SVR01\DISK03\,\\SVR02\DISK03\,02008.MPG,2013/06/21,,ㄇㄒㄅㄌㄑ,MXBLQ,國語,0,金將,非MTV,,,,,1,5,0,1,明亮,ㄈㄩㄑ,,男,,费玉清,,梦醒不了情
301211,像霧又像花,姚蘇蓉,,\\SVR01\DISK03\,\\SVR02\DISK03\,02003.MPG,2013/06/21,,ㄒㄨㄧㄒㄏ,XWYXH,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄧㄙㄖ,,女,,姚苏蓉,,像雾又像花
301210,電話答錄機,吳大衛,,\\SVR01\DISK03\,\\SVR02\DISK03\,02002.MPG,2013/06/21,,ㄉㄏㄉㄌㄐ,DHDLJ,國語,0,金將,非MTV,,,,,1,5,0,1,明亮,ㄨㄉㄨ,,男,,吴大卫,,电话答录机
301209,跟著感覺走,蘇芮,,\\SVR01\DISK03\,\\SVR02\DISK03\,02000.MPG,2013/06/21,,E1,,ㄍㄓㄍㄐㄗ,GZGJZ,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄙㄖ,,女,,苏芮,,跟著感觉走
301208,跟往事乾杯,姜育恆,,\\SVR01\DISK03\,\\SVR02\DISK03\,01999.MPG,2013/06/21,,E1,,ㄍㄨㄕㄍㄅ,GWSGB,國語,11,金將,,非原影,,,,1,5,1,1,明亮,ㄐㄩㄏ,,男,,姜育恒,,跟往事干杯
301207,葡萄成熟時,陳蘭麗,,\\SVR01\DISK03\,\\SVR02\DISK03\,01997.MPG,2013/06/21,,E1,,ㄆㄊㄔㄕㄕ,PTCSS,國語,2,金將,非MTV,,,,,1,5,0,1,明亮,ㄔㄌㄌ,,女,,陈兰丽,,葡萄成熟时
301205,溫暖的秋天,鳳飛飛,,\\SVR01\DISK03\,\\SVR02\DISK03\,01989.MPG,2013/06/21,,ㄨㄋㄉㄑㄊ,WNDQT,國語,2,金將,非MTV,,,,,1,5,1,1,明亮,ㄈㄈㄈ,,女,,凤飞飞,,温暖的秋天
301204,溫柔的拒絕,薛岳,,\\SVR01\DISK03\,\\SVR02\DISK03\,01986.MPG,2013/06/21,,ㄨㄖㄉㄐㄐ,WRDJJ,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄒㄩ,,男,,薛岳,,温柔的拒绝
301203,歲月的眼睛,金瑞瑤,,\\SVR01\DISK03\,\\SVR02\DISK03\,01985.MPG,2013/06/21,,ㄙㄩㄉㄧㄐ,SYDYJ,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄐㄖㄧ,,女,,金瑞瑶,,岁月的眼睛
301202,愛難恨也難,劉錫明,,\\SVR01\DISK03\,\\SVR02\DISK03\,01984.MPG,2013/06/21,,ㄞㄋㄏㄧㄋ,ANHYN,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄌㄒㄇ,,男,,刘锡明,,爱难恨也难
301201,愛矇上眼睛,劉鈺華,,\\SVR01\DISK03\,\\SVR02\DISK03\,01983.MPG,2013/06/21,,ㄞㄇㄕㄧㄐ,AMSYJ,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄌㄩㄏ,,女,,刘钰华,,爱蒙上眼睛
301200,愛情釀的酒,紅螞蟻合唱團,,\\SVR01\DISK03\,\\SVR02\DISK03\,01981.MPG,2013/06/21,,E1,,ㄞㄑㄋㄉㄐ,AQNDJ,國語,56,金將,,非原影,,,,1,5,1,1,明亮,ㄏㄇㄧㄏㄔㄊ,,團,,红蚂蚁合唱团,,爱情酿的酒
301199,愛情像汽球,陳艾湄,,\\SVR01\DISK03\,\\SVR02\DISK03\,01980.MPG,2013/06/21,,ㄞㄑㄒㄑㄑ,AQXQQ,國語,0,金將,非MTV,,,,3,0,5,1,0,明亮,ㄔㄞㄇ,,女,,陈艾湄,,爱情像汽球
301198,愛情的真相,孟庭葦,,\\SVR01\DISK03\,\\SVR02\DISK03\,01977.MPG,2013/06/21,,ㄞㄑㄉㄓㄒ,AQDZX,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄇㄊㄨ,,女,,孟庭苇,,爱情的真相
301197,愛情的位子,S O S,,\\SVR01\DISK03\,\\SVR02\DISK03\,01976.MPG,2013/06/21,,ㄞㄑㄉㄨㄗ,AQDWZ,國語,0,金將,非MTV,,,,3,0,5,1,0,明亮,,,,,S O S,,爱情的位子
301196,愛得太輕易,張克帆,,\\SVR01\DISK03\,\\SVR02\DISK03\,01971.MPG,2013/06/21,,ㄞㄉㄊㄑㄧ,ADTQY,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄓㄎㄈ,,男,,张克帆,,爱得太轻易
301195,愛到最高點,伍思凱,,\\SVR01\DISK03\,\\SVR02\DISK03\,01964.MPG,2013/06/21,,ㄞㄉㄗㄍㄉ,ADZGD,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄨㄙㄎ,,男,,伍思凯,,爱到最高点
301194,愛那麼靠近,陳潔儀,,\\SVR01\DISK03\,\\SVR02\DISK03\,01962.MPG,2013/06/21,,ㄞㄋㄇㄎㄐ,ANMKJ,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄔㄐㄧ,,女,,陈洁仪,,爱那么靠近
301192,愛你的記憶,庾澄慶,,\\SVR01\DISK03\,\\SVR02\DISK03\,01958.MPG,2013/06/21,,D1,,ㄞㄋㄉㄐㄧ,ANDJY,國語,1,金將,非MTV,,,,,1,5,1,1,明亮,ㄩㄔㄑ,,男,,庾澄庆,,爱你的记忆
301191,愛你到永遠,黃品源,,\\SVR01\DISK03\,\\SVR02\DISK03\,01957.MPG,2013/06/21,,ㄞㄋㄉㄩㄩ,ANDYY,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄏㄆㄩ,,男,,黄品源,,爱你到永远
301190,愛你一萬年,劉德華,,\\SVR01\DISK03\,\\SVR02\DISK03\,01954.MPG,2013/06/21,,D1,,ㄞㄋㄧㄨㄋ,ANYWN,國語,7,金將,非MTV,,,,,1,5,1,1,明亮,ㄌㄉㄏ,,男,,刘德华,,爱你一万年
301189,愛你一萬年,尤雅,,\\SVR01\DISK03\,\\SVR02\DISK03\,01953.MPG,2013/06/21,,E1,,ㄞㄋㄧㄨㄋ,ANYWN,國語,2,金將,非MTV,,,,,1,5,1,1,明亮,ㄧㄧ,,女,,尤雅,,爱你一万年
301188,愛在夕陽下,于櫻櫻,,\\SVR01\DISK03\,\\SVR02\DISK03\,01949.MPG,2013/06/21,,E1,,ㄞㄗㄒㄧㄒ,AZXYX,國語,1,金將,非MTV,,,,,1,5,1,1,明亮,ㄩㄧㄧ,,女,,于樱樱,,爱在夕阳下
301185,塔裡的女人,葉璦菱,,\\SVR01\DISK03\,\\SVR02\DISK03\,01939.MPG,2013/06/21,,E1,,ㄊㄌㄉㄋㄖ,TLDNR,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄧㄞㄌ,,女,,叶瑷菱,,塔里的女人
301184,傷心的回憶,包娜娜,,\\SVR01\DISK03\,\\SVR02\DISK03\,01938.MPG,2013/06/21,,ㄕㄒㄉㄏㄧ,SXDHY,國語,0,金將,非MTV,,,,,1,5,0,1,明亮,ㄅㄋㄋ,,女,,包娜娜,,伤心的回忆
301182,黑髮變白髮,陳淑樺,,\\SVR01\DISK03\,\\SVR02\DISK03\,01936.MPG,2013/06/21,,ㄏㄈㄅㄅㄈ,HFBBF,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄔㄕㄏ,,女,,陈淑桦,,黑发变白发
301181,黃色的玫瑰,王孟麗,,\\SVR01\DISK03\,\\SVR02\DISK03\,01935.MPG,2013/06/21,,ㄏㄙㄉㄇㄍ,HSDMG,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄨㄇㄌ,,女,,王孟丽,,黄色的玫瑰
301180,雁兒在林梢,鳳飛飛,,\\SVR01\DISK03\,\\SVR02\DISK03\,01934.MPG,2013/06/21,,E1,,ㄧㄦㄗㄌㄕ,YEZLS,國語,1,金將,非MTV,,,,,1,5,1,1,明亮,ㄈㄈㄈ,,女,,凤飞飞,,雁儿在林梢
301179,鄉間的小路,葉佳修,,\\SVR01\DISK03\,\\SVR02\DISK03\,01932.MPG,2013/06/21,,E1,,ㄒㄐㄉㄒㄌ,XJDXL,國語,1,金將,非MTV,,,,,1,5,1,1,明亮,ㄧㄐㄒ,,男,,叶佳修,,乡间的小路
301178,給我一個吻,張俐敏,,\\SVR01\DISK03\,\\SVR02\DISK03\,01930.MPG,2013/06/21,,ㄍㄨㄧㄍㄨ,GWYGW,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄓㄌㄇ,,女,,张俐敏,,给我一个吻
301176,等不到深夜,林慧萍,,\\SVR01\DISK03\,\\SVR02\DISK03\,01926.MPG,2013/06/21,,ㄉㄅㄉㄕㄧ,DBDSY,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄌㄏㄆ,,女,,林慧萍,,等不到深夜
301174,無敵鐵金剛,刺客,,\\SVR01\DISK03\,\\SVR02\DISK03\,01924.MPG,2013/06/21,,ㄨㄉㄊㄐㄍ,WDTJG,國語,0,金將,非MTV,,,,,1,5,0,1,明亮,ㄘㄎ,,男,,刺客,,无敌铁金刚
301173,無語問蒼天,鄧麗君,,\\SVR01\DISK03\,\\SVR02\DISK03\,01923.MPG,2013/06/21,,ㄨㄩㄨㄘㄊ,WYWCT,國語,0,金將,非MTV,,,,,1,5,0,1,明亮,ㄉㄌㄐ,,女,,邓丽君,,无语问苍天
301172,欺騙你的心,葉蘊儀,,\\SVR01\DISK03\,\\SVR02\DISK03\,01921.MPG,2013/06/21,,ㄑㄆㄋㄉㄒ,QPNDX,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄧㄩㄧ,,女,,叶蕴仪,,欺骗你的心
301171,握握手好嗎,黃品源,,\\SVR01\DISK03\,\\SVR02\DISK03\,01920.MPG,2013/06/21,,ㄨㄨㄕㄏㄇ,WWSHM,國語,0,金將,非MTV,,,,3,0,5,1,0,明亮,ㄏㄆㄩ,,男,,黄品源,,握握手好吗
301170,幾時再回頭,鄧麗君,,\\SVR01\DISK03\,\\SVR02\DISK03\,01919.MPG,2013/06/21,,ㄐㄕㄗㄏㄊ,JSZHT,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄉㄌㄐ,,女,,邓丽君,,几时再回头
301169,幾度花落時,鄧麗君,,\\SVR01\DISK03\,\\SVR02\DISK03\,01918.MPG,2013/06/21,,ㄐㄉㄏㄌㄕ,JDHLS,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄉㄌㄐ,,女,,邓丽君,,几度花落时
301168,就從今夜起,蕭孋珠,,\\SVR01\DISK03\,\\SVR02\DISK03\,01917.MPG,2013/06/21,,ㄐㄘㄐㄧㄑ,JCJYQ,國語,0,金將,非MTV,,,,,1,5,0,1,明亮,ㄒㄌㄓ,,女,,萧㛤珠,,就从今夜起
301167,就是喜歡你,張震嶽,,\\SVR01\DISK03\,\\SVR02\DISK03\,01916.MPG,2013/06/21,,ㄐㄕㄒㄏㄋ,JSXHN,國語,1,金將,非MTV,,,,,1,5,0,1,明亮,ㄓㄓㄩ,,男,,张震岳,,就是喜欢你
301166,就在那一秒,錢幽蘭,,\\SVR01\DISK03\,\\SVR02\DISK03\,01915.MPG,2013/06/21,,ㄐㄗㄋㄧㄇ,JZNYM,國語,0,金將,非MTV,,,,,1,5,0,1,明亮,ㄑㄧㄌ,,女,,钱幽兰,,就在那一秒
301165,最深的承諾,張學友,,\\SVR01\DISK03\,\\SVR02\DISK03\,01911.MPG,2013/06/21,,ㄗㄕㄉㄔㄋ,ZSDCN,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄓㄒㄧ,,男,,张学友,,最深的承诺
301164,雪下得太早,張清芳,,\\SVR01\DISK03\,\\SVR02\DISK03\,01910.MPG,2013/06/21,,ㄒㄒㄉㄊㄗ,XXDTZ,國語,0,金將,非MTV,,,,,1,5,0,1,明亮,ㄓㄑㄈ,,女,,张清芳,,雪下得太早
301163,陪你到天亮,童安格,,\\SVR01\DISK03\,\\SVR02\DISK03\,01908.MPG,2013/06/21,,E1,,ㄆㄋㄉㄊㄌ,PNDTL,國語,1,金將,非MTV,,,,,1,5,1,1,明亮,ㄊㄢㄍ,,男,,童安格,,陪你到天亮
301162,這城市有愛,周華健,,\\SVR01\DISK03\,\\SVR02\DISK03\,01906.MPG,2013/06/21,,ㄓㄔㄕㄧㄞ,ZCSYA,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄓㄏㄐ,,男,,周华健,,这城市有爱
301161,被愛的女人,李玟,,\\SVR01\DISK03\,\\SVR02\DISK03\,01903.MPG,2013/06/21,,ㄅㄞㄉㄋㄖ,BADNR,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄌㄇ,,女,,李玟,,被爱的女人
301160,蛋佬的棉襖,張宇,,\\SVR01\DISK03\,\\SVR02\DISK03\,01902.MPG,2013/06/21,,ㄉㄌㄉㄇㄠ,DLDMA,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄓㄩ,,男,,张宇,,蛋佬的棉袄
301158,深秋的黎明,黎明,,\\SVR01\DISK03\,\\SVR02\DISK03\,01895.MPG,2013/06/21,,ㄕㄑㄉㄌㄇ,SQDLM,國語,2,金將,非MTV,,,,,1,5,1,1,明亮,ㄌㄇ,,男,,黎明,,深秋的黎明
301157,捨不得你走,小剛,,\\SVR01\DISK03\,\\SVR02\DISK03\,01893.MPG,2013/06/21,,ㄕㄅㄉㄋㄗ,SBDNZ,國語,1,金將,非MTV,跟108695同首歌,,,,1,5,1,1,明亮,ㄒㄍ,,男,,小刚,,舍不得你走
301156,捨不得分開,曲祐良,,\\SVR01\DISK03\,\\SVR02\DISK03\,01892.MPG,2013/06/21,,ㄕㄅㄉㄈㄎ,SBDFK,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄑㄧㄌ,,男,,曲祐良,,舍不得分开
301154,情長路更長,梁雁翎,,\\SVR01\DISK03\,\\SVR02\DISK03\,01887.MPG,2013/06/21,,E1,,ㄑㄔㄌㄍㄔ,QCLGC,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄌㄧㄌ,,女,,梁雁翎,,情长路更长
301153,惦記這一些,王傑,,\\SVR01\DISK03\,\\SVR02\DISK03\,01884.MPG,2013/06/21,,ㄉㄐㄓㄧㄒ,DJZYX,國語,3,金將,非MTV,,,,,1,5,1,1,明亮,ㄨㄐ,,男,,王杰,,惦记这一些
301152,帶刺的蓓蕾,葉璦菱,,\\SVR01\DISK03\,\\SVR02\DISK03\,01882.MPG,2013/06/21,,E1,,ㄉㄘㄉㄅㄌ,DCDBL,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄧㄞㄌ,,女,,叶瑷菱,,带刺的蓓蕾
301151,帶我去月球,張雨生,,\\SVR01\DISK03\,\\SVR02\DISK03\,01881.MPG,2013/06/21,,E1,,ㄉㄨㄑㄩㄑ,DWQYQ,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄓㄩㄕ,,男,,张雨生,,带我去月球
301148,馬車夫之戀,余天,,\\SVR01\DISK03\,\\SVR02\DISK03\,01874.MPG,2013/06/21,,E1,,ㄇㄔㄈㄓㄌ,MCFZL,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄩㄊ,,男,,余天,,马车夫之恋
301147,酒醉的探戈,鄧麗君,,\\SVR01\DISK03\,\\SVR02\DISK03\,01872.MPG,2013/06/21,,E1,,ㄐㄗㄉㄊㄍ,JZDTG,國語,2,金將,非MTV,,,,,1,5,1,1,明亮,ㄉㄌㄐ,,女,,邓丽君,,酒醉的探戈
301146,酒矸倘賣無,蘇芮,,\\SVR01\DISK03\,\\SVR02\DISK03\,01871.MPG,2013/06/21,,E1,,ㄐㄍㄊㄇㄨ,JGTMW,國語,19,金將,,非原影,,,,1,5,1,1,明亮,ㄙㄖ,,女,,苏芮,,酒矸倘卖无
301145,追得過一切,蘇慧倫,,\\SVR01\DISK03\,\\SVR02\DISK03\,01870.MPG,2013/06/21,,ㄓㄉㄍㄧㄑ,ZDGYQ,國語,1,金將,非MTV,,,,,1,5,0,1,明亮,ㄙㄏㄌ,,女,,苏慧伦,,追得过一切
301144,迷霧中共舞,傅薇,,\\SVR01\DISK03\,\\SVR02\DISK03\,01869.MPG,2013/06/21,,ㄇㄨㄓㄍㄨ,MWZGW,國語,0,金將,非MTV,,,,3,0,5,1,0,明亮,ㄈㄨ,,女,,傅薇,,迷雾中共舞
301142,真情比酒濃,青山,,\\SVR01\DISK03\,\\SVR02\DISK03\,01864.MPG,2013/06/21,,E1,,ㄓㄑㄅㄐㄋ,ZQBJN,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄑㄕ,,男,,青山,,真情比酒浓
301141,真的謝謝你,郭富城,,\\SVR01\DISK03\,\\SVR02\DISK03\,01862.MPG,2013/06/21,,ㄓㄉㄒㄒㄋ,ZDXXN,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄍㄈㄔ,,男,,郭富城,,真的谢谢你
301140,特製的面具,楊克強,,\\SVR01\DISK03\,\\SVR02\DISK03\,01857.MPG,2013/06/21,,ㄊㄓㄉㄇㄐ,TZDMJ,國語,0,金將,非MTV,,,,3,0,5,0,0,明亮,ㄧㄎㄑ,,男,,杨克强,,特制的面具
301139,海鷗飛呀飛,方季惟,,\\SVR01\DISK03\,\\SVR02\DISK03\,01856.MPG,2013/06/21,,E1,,ㄏㄡㄈㄧㄈ,HOFYF,國語,0,金將,非MTV,,,,,1,5,1,1,明亮,ㄈㄐㄨ,,女,,方季惟,,海鸥飞呀飞
